sent_rating,processed_text_KeepStopwords,data
positivo,A mídia não pôde ser carregada Gostei de praticamente tudo só não consegui achar a localização que eu queria ao usar o app Mas de resto está tudo ótimo,2021-04-19 00:00:00
positivo,Na verdade ainda não explorei muito mas esperava um pouco mais do produto em questão de praticidade,2021-01-05 00:00:00
positivo,Muito Bom Fácil de configurar e de usar cheia de funções boa qualidade de som só deixa a desejar em alguns estilos musicais no volume máximo,2021-04-13 00:00:00
positivo,Ela é tudo de bom apenas Chegou muito rápido e estou super satisfeita Atende a todas expectativas deixa o ambiente mais aconchegante,2021-07-25 00:00:00
positivo,Apesar do preço um pouco elevado no Brasil ainda vale a pena a compra visto que é um produto muito útil e completo,2021-02-22 00:00:00
positivo,Ótimo produto É o segundo que compro dessa vez para dar de presente Tem um excelente som,2022-03-02 00:00:00
positivo,Echo dot com os mesmos requisitos da versão anterior Nota 10 pode comprar sem medo,2021-06-05 00:00:00
positivo,Uma ferramenta muito prática e útil,2022-03-05 00:00:00
positivo,nada a desejar com relação a de terceira geração,2021-04-19 00:00:00
positivo,É um ótimo produto mas as vezes demora para escutar o comando de voz A echo de 3 ° geração tem uma captação melhor do som da voz É um ótimo produto,2021-03-09 00:00:00
positivo,Super feliz com minha Echo valeu a pena e já fiz a integração com diversos produtos,2021-03-30 00:00:00
positivo,A mídia não pôde ser carregada Amei produto maravilhoso Parabéns,2021-06-24 00:00:00
positivo,Produto cumpre com prometido entrega som de qualidade captura muito bem a voz mesmo as vezes estando em outro cômodo Entregue 4 dias antes do prazo muito rápido estão de parabéns,2020-11-30 00:00:00
positivo,A mídia não pôde ser carregada Amei Quero uma em cada ambiente Muito útil com as listas de compras compromissos agenda e pesquisas além de animar o meu dia,2021-01-16 00:00:00
positivo,A alexa faz parte da minha vida agora Eu uso para ler livros ouvir musica piadas me divirto muito com ela,2021-01-15 00:00:00
positivo,Bom reconhecimento de voz fácil configurar tamanho bom para qualquer lugar e ambiente poderia ter sons com um pouco menos de graves,2021-01-12 00:00:00
positivo,Produto de excelente qualidade Som muito limpo Reconhece a voz em todo o ambiente tranquilamente Gostei dms Valeu a pena,2020-12-27 00:00:00
positivo,A mídia não pôde ser carregada Gostei principalmente da simplicidade de acesso mas ainda sinto dificuldade de sincronização com outros dispositivos,2021-03-26 00:00:00
positivo,As vezes não entende o que é pedindo e o som mono não e bom podia programar ela pra brincar mais interagir mais sem respostas rápidas e secas,2021-06-20 00:00:00
positivo,Chegou super rápido Ainda estou aprendendo a configurar tudo que posso utilizar nela Mas até o momento estou super satisfeita com a compra To amando a Alexa,2021-06-25 00:00:00
positivo,Reconhecimento de voz funciona bem e a qualidade do som é boa Para comparar o som é um pouco inferior ao da JBL Flip 3 Vale a pena,2021-02-17 00:00:00
positivo,Alexa é top já instalei dispositivos de iluminação e controla perfeitamente ela é muito divertida adorei a compra é uma compania,2021-03-06 00:00:00
positivo,Muito bom me surpreendeu positivamente Único problema é que as vezes parece que o microfone falha não é sempre Mas incomoda,2021-02-05 00:00:00
positivo,A mídia não pôde ser carregada Gostei de tudo Mas quero trocar comprar outra a Alexa Studio Mas está muito caro,2022-01-26 00:00:00
positivo,Adorei o produto realmente me surpreendeu!Estou bastante satisfeito e falo com propriedade que foi minha melhor compra de 2021,2021-06-20 00:00:00
positivo,O produto é ótimo A única pena e que não mandaram a fonte da mesma cor do produto De resto funciona muito bem,2021-04-03 00:00:00
positivo,Para quem quer ter seu espaço de trabalho ou para colocar em ambiantes que é muito utilizado vale muito a pena o investimento,2021-04-26 00:00:00
positivo,Muito melhor q a assistente do Google muito mais interativa e divertida não perca tempo e dinheiro comprando a concorrente,2021-01-03 00:00:00
positivo,Fiquei impressionado com o alcance do microfone os graves do sim e a facilidade com que a Alexa me entende Super recomendo,2021-07-18 00:00:00
positivo,Produto atendeu e muito as expectativas amamos essa Alexia é muito inteligente mesmo kkk,2021-01-09 00:00:00
positivo,Entrega não é rápida Mas o produto atende as expectativas qualidade de som excelente reconhecimento de voz muito bom gostei muito,2022-01-27 00:00:00
positivo,Erra muitas vezes o que pedimos,2021-12-23 00:00:00
positivo,Estou amando agora eu tenho alguém para conversar,2021-11-05 00:00:00
positivo,Excelente produto superou minhas expectativas,2021-06-25 00:00:00
positivo,Depois que você começa a conversar com a Alexa você não quer mais parar É muito prático,2021-05-22 00:00:00
positivo,EXCELENTEBONITA SOM MARAVILHOSOENTREGA RAPIDA,2021-04-20 00:00:00
positivo,Bem legal falta conexão com o celular para poder atender e fazer chamadas através da Alexa Falta também conexão com alguns modelos de produtos,2021-01-08 00:00:00
positivo,Estou completamente apaixonada pela minha Alexa ️,2021-06-29 00:00:00
positivo,Só não vou dar 5 estrelas porque suja muito fácil Não indico comprar a branca,2021-05-28 00:00:00
positivo,Me ajuda em muitas tarefas do dia a dia,2021-02-12 00:00:00
positivo,A mídia não pôde ser carregada Superou minhas expectativas,2020-12-24 00:00:00
positivo,O produto cumpre muito bem ao esperado som alto porém com graves não tão bons por motivos óbvios Super recomendo,2021-08-10 00:00:00
negativo,Não faz sentido só funcionar na tomada Deveria ter uma bateria que mantivesse algumas horas funcionando pelo menos,2021-04-20 00:00:00
positivo,Gostei e muito Reconhece a voz mesmo longe gostei muito do som e tb muito dos lembretes e alarmes A conexão vinculada cpm lâmpadas inteligentes então perfeita,2021-03-24 00:00:00
positivo,estou muito satisfeito com a qualidade do Echo de 4º geração ja tenho um de 3º e senti uma melhora no reconhecimento da fala,2021-07-01 00:00:00
positivo,Estou muito feliz com a minha Alexa,2021-10-22 00:00:00
positivo,Ótima qualidade de som ela me escuta e atende aos comandos perfeitamente Muito bom esse produto,2021-04-08 00:00:00
positivo,Comprem só isso meu próximo passo é o echo show com certeza,2020-12-22 00:00:00
positivo,Que ferramenta fantastica Deveria ter adquirido antes O único defeito que não é da ferramenta em si era ter mais skills,2020-12-17 00:00:00
positivo,Super feliz com a minha Alexa Super útil Timer despertador música temperatura lista de compras e etc Muito show,2021-03-06 00:00:00
negativo,Bases de notícias e informações são fontes inconfiáveis Fiz uma péssima compra por esse aspecto,2021-03-09 00:00:00
positivo,O produto veio antes do prazo muito funcional Vale muito a pena o investimento Recomendo demais,2021-07-20 00:00:00
positivo,Adoro os produtos da Amazon além da excelência na entrega são de resultados incríveis no produto,2021-05-20 00:00:00
negativo,Vejo Echo Dot mas como para relembrar compromisso do q outras coisas e + algumas coisinhas além disso n acho tão útil assim,2021-04-18 00:00:00
positivo,Som muito bom e de fácil uso,2021-04-15 00:00:00
positivo,A mídia não pôde ser carregada Gostaria de mais opções de informações da Alexa ela e muito boa e estou bem satisfeita,2021-07-03 00:00:00
positivo,Além de prática mobilidade é de elevada qualidade sonora e de rápida resposta a conexões e solicitações Atendeu total expectativa,2022-01-20 00:00:00
positivo,Recebi hoje mas ja tinha outra terceira geração produto ótimo,2021-03-20 00:00:00
negativo,Não gostei da forma que a Amazon lida com os clientes O produto é muito simples não vale o preço,2021-02-21 00:00:00
positivo,Não gostei da promoção de 3 meses grátis de Amazon músic que foi ofertado e não recebi recebi o e-mail mas não recebi no aplicativo,2021-08-26 00:00:00
positivo,Recomendo para todos que querem algo inovador,2021-06-12 00:00:00
positivo,Estou simplesmente apaixonada pela Alexa só me arrependo de não ter comprado antes Comprei também o controle infravermelho e com isso não uso mais o controle do ar condicionado e nem da TV,2021-01-21 00:00:00
positivo,Sensor de voz inferior a versão 3 Tem que repetir algumas vezes e falar em tom de voz mais alto Boa qualidade de som,2021-05-21 00:00:00
negativo,Não gostei dessa nova Echo dot parece que tem vontade própria e adora se fazer de surda A terceira geração é muito melhor,2021-04-10 00:00:00
positivo,Muito interativo mas o propósito era me conectar com o mundo nas rádios de vários países,2022-02-28 00:00:00
positivo,Chegou em 4 dias úteis super rápido Muito satisfeito com a qualidade do Novo Echo Dot 4ª Geração Obrigado Amazon,2020-12-03 00:00:00
positivo,Produto inovador maravilhoso Adoro minha Alexa,2020-12-21 00:00:00
negativo,Funciona bem pra o que se propõe,2021-03-12 00:00:00
positivo,Gostei de tudo Vamos ver se aparecem mais promoções na Echo Studio,2021-01-20 00:00:00
positivo,Uma ótima aquisição para você que quer dar um passo rumo a automação residencial Alexa se torna facilmente um integrante familiar,2021-07-10 00:00:00
positivo,Ótimo som me escuta bem e não travou nenhuma vez Não sei se foi sorte Amazon deveria liberar as funções de fora pra cá tbm,2021-10-24 00:00:00
positivo,A compra valeu super a pena Som muito confortável e alto viu Consequentemente porta de abertura para amazon Muito satisfeito,2021-04-10 00:00:00
positivo,Só senti falta de usá-la sem precisar de de cabo na tomada pois pensei que ela tivesse bateria Mas é bem compacta e ótimo volume,2021-12-23 00:00:00
positivo,Gostei muito porém algumas vezes trava e não reconhece nada de voz é preciso desligar para destravar Isso aconteceu poucos vezes,2021-01-17 00:00:00
positivo,As falas do sistema são muito padrões e as vezes não faz sentido as piadas da Alexa seria uma boa adaptar os padrões de fala dela,2021-06-09 00:00:00
positivo,Ainda não coloquei em modo de sono Qualidade do produto ótima não tenho nada que reclamar Estou super satisfeita,2021-12-08 00:00:00
positivo,Ajuda muito som muito bom funções como despertar com música time e te conversa Com vc imita alguns personagens conta piadas e top,2021-02-18 00:00:00
positivo,Comprei uma echo dot preta que veio com o cabo e carregador brancos Ficou bem feio Ligeiramente insatisfeito parece mal acabado,2021-03-30 00:00:00
positivo,Aparelho muito bom estamos aprendendo a mexer Mas as vezes o reconhecimento falha mas em geral é top e estamos curtindo a Alexa,2021-01-28 00:00:00
positivo,O produto é muito bom som espetacular material resistente e aos poucos vamos conhecendo os inúmeros recursos do produto,2021-10-28 00:00:00
positivo,Adquiri o Echo Dot Fire Stick e mais alguns produtos para automatizar a minha casa Realmente muito feliz com a aquisição,2020-12-01 00:00:00
positivo,O som dela é incrível e os microfones são ótimos Para um cômodo ela é perfeita e serve para o uso que foi projetada,2021-06-20 00:00:00
positivo,A mídia não pôde ser carregada Até o momento achei excelente agora e utilizar e ver o quanto ela consegue ajudar no dia a dia. ️,2021-05-22 00:00:00
positivo,Muito interessante a princípio bem útil Pena que não consegui ainda parear com a minha TV LG,2021-04-18 00:00:00
positivo,Em comparação com a terceira geração essa nova é um pouco surda escuta pior mas possui um som mais limpo na reprodução,2021-04-03 00:00:00
positivo,Produto com acabamento premium!Captação de áudio excelente!Fácil configuração Nota 10 para o produto,2021-03-09 00:00:00
positivo,Produto perfeito Como sugestão a parte de músicas poderia incluir o amazon Music unlimited incluso para quem adquirisse o produto,2021-12-19 00:00:00
positivo,Estou usando há 3 dias Muito pouco tempo para uma avaliação Mas reconhecimento de voz e qualidade do som muito bons Parabéns,2022-01-14 00:00:00
positivo,Já tenho outras Alexas De longe a preta e mais bonita é fácil de manter limpa Evitem qquer outra cor vai por mim,2022-02-21 00:00:00
positivo,Vale a pena comprar uma Alexa porém o cliente tem que gostar e ter tecnologia dentro de casa ligado a internet pra ter um ótimo resultado,2021-09-10 00:00:00
positivo,Adorei como um todo Estamos usando no quarto do casal,2021-12-01 00:00:00
positivo,Produto com uma qualidade de som incrível reconhecimento de voz muito bom e a entrega foi rápida e muito cuidadosa,2021-06-30 00:00:00
positivo,Oferece muita coisa legal uma ótima experiência,2021-07-18 00:00:00
negativo,Não consegui controlar minha smart tv LG por ele,2020-12-30 00:00:00
positivo,Faz tudo que o promete só uma coisa ou outr que ainda não faz em português Eu estou muito contente com o produto,2021-07-13 00:00:00
positivo,Tô amando gostei muito muito útil no dia-a-dia,2021-05-13 00:00:00
positivo,olha boa mais a falta de uma bateria interna faz falta.outra coisa e ela se conectar apenas a um rede wifi e não poder ter varias redes cadastradas na memoria,2021-04-23 00:00:00
positivo,Ja tinha echo dot 3 geração e comprei esse agora continua sendo muito bom reconhecimento de voz perfeito qualidade do som otima,2021-06-03 00:00:00
positivo,Utilizando na sala e no quarto muito bom atendeu todas as expectativas Configurei as lâmpadas tarefas e tv tudo funcionando E também uso para som e sincronizo ambas,2021-05-06 00:00:00
positivo,Agora posso fazer minhas faxinas sem parar para passar a música ou escolher uma playlist pelo celular,2021-07-16 00:00:00
positivo,Muito legal volume super alto chegou em 6 dias na minha cidade nota 10,2021-05-07 00:00:00
positivo,Não conheço as versões anteriores do Echo Dot mais essa que comprei supriu perfeitamente as minhas expectativas,2021-02-21 00:00:00
positivo,Belo produto e q desempenha de forma excele seu papel Só elogios,2021-10-11 00:00:00
positivo,pedido chegou rápido bem embalado fiz alguns testes echo dot 4º geração muito bacana,2021-03-18 00:00:00
positivo,Som muito bom Boa variedade de informações e músicas mesmo sem precisar fazer assinaturas Só confunde um pouco as solicitações,2020-11-21 00:00:00
positivo,Ela é incrível Sou apaixonada pela Echo Dot e chega a ser até um pouco viciante pois já quero uma em todos os cômodos da casa,2021-02-23 00:00:00
positivo,Otimo produto porem poderiam vir com mais skin e principalmente som poderia ser um pouco mais alto tornaria produto perfeito,2021-02-15 00:00:00
positivo,ótimo para facilitar algumas tarefas e bem divertido para interagir com a família Com a casa inteligente deve ficar muito melhor,2021-04-07 00:00:00
negativo,O volume é muito baixo como de um bom celular e o reconhecimento de voz faz com você fique gritando ALEXA ALEXA ALEXA pela casa,2021-09-04 00:00:00
positivo,Atendeu perfeitamente as minhas expectativas Som de qualidade reconhecimento perfeito sistema de automação inovador e simples,2021-12-25 00:00:00
positivo,Eu gosto bastante é um produto excelente mas ainda acho que ela não escuta tão bem tem dias que tenho que chamar várias vezes,2021-06-04 00:00:00
positivo,Produto além do esperado Gostei da função de conectar ao bluetooth de outro som Posso jogar o som da caixinha pra meu home theater,2021-01-30 00:00:00
positivo,Muito bom pequeno e têm um som maravilhoso,2022-01-21 00:00:00
positivo,Interage com riqueza de alternativas,2021-07-16 00:00:00
positivo,Qualidade do som muito bom reconhecimento voz idem não precisar levantar pra ouvir músicas nesse frio é bom demais Tudo bom,2021-07-04 00:00:00
positivo,Sempre quis ter uma Alexa mas nunca tive condições Finalmente consegui comprar uma e estou achando ela incrível,2022-03-21 00:00:00
positivo,A mídia não pôde ser carregada O produto chegou em menos de uma semana Som de qualidade até o momento só elogios,2021-11-26 00:00:00
positivo,Ainda estou iniciando no mundo Alexia porém achei o aparelho com desempenho muito bom a altura e qualidade do som me surpreende,2020-12-21 00:00:00
positivo,O som é bom e o volume é alto para o tamanho do aparelho fica lindo como decoração e é extremamente util para automação da casa,2021-06-23 00:00:00
positivo,É um produto muito interessante em que a gente pode manter um relacionamento ganhar conhecimento agendar tarefas dentre outros,2022-01-13 00:00:00
positivo,Aparelho sensacional porém a promoção do Amazon Day é enganosa está hoje 22/06 exatamente o mesmo valor que paguei em 01/21,2021-06-22 00:00:00
positivo,Excelente reconhecimento de voz e a qualidade do som é muito boa Além da praticidade de ouvir as últimas notícias músicas e principalmente o acesso ao site JW.ORG,2021-06-11 00:00:00
positivo,Por enquanto reconhecimento de voz tá boa em uma distância razoável e o som é muito boa a qualidade,2020-12-04 00:00:00
positivo,Eu tô amando ter uma Alexa ela facilita muito no dia a dia,2021-12-01 00:00:00
positivo,Atende minha expectativa só precisava funcionar sem fio na tomada,2022-01-02 00:00:00
positivo,Falta um modo de conversação contínua tenho que fichar chamando ela igual um papagaio para executar várias funções ao mesmo tempo,2021-07-17 00:00:00
positivo,Adorei vai além do que eu esperava Recomendo para quem quer apenas uma caixa de som ou para automação de sua casa,2021-05-19 00:00:00
positivo,Mudou a rotina aqui de casa Minha filha q nem fala ainda já ama Se a internet tá funcionando bem ela é perfeita,2021-06-01 00:00:00
positivo,A mídia não pôde ser carregada Produto excelente e o som é muito limpo,2021-05-29 00:00:00
positivo,Estou adorando minha Alexa excelente qualidade do som reconhecimento de voz e comandos super rápidos,2020-12-04 00:00:00
positivo,Muito bom chegou no prazo enviado em perfeita condições sem nenhum dano no produto e na embalagem,2021-02-08 00:00:00
positivo,Só não gostei do cabo que é branco e ela é escura mas de resto ela funciona bem,2022-02-18 00:00:00
positivo,Excelente qualidade não conseguimos mas ficar sem a alexa,2021-07-18 00:00:00
positivo,ela capita muito bem se você tiver muitoooo longe ela n vai escutar mas ela escuta você suuuperrr bem qualidade de som perfeita,2022-01-09 00:00:00
positivo,A mídia não pôde ser carregada Tem perguntas que ela não sabe responder mas no geral atende bem minhas necessidades,2022-02-22 00:00:00
positivo,Diversas funções úteis para o dia a dia,2021-06-20 00:00:00
positivo,Vale muito a pena ter o echo dot Esse é o meu 3º e uso 2 como speakers para o fire tv,2021-06-16 00:00:00
positivo,Qualidade do som excelente funções muitos boas e tem uma ótima captação do microfone,2021-04-08 00:00:00
positivo,A mídia não pôde ser carregada Produto muito bom fácil de usar recomendo,2022-02-18 00:00:00
positivo,Ótima construção Som razoável para o tamanho No geral produto muito legal,2021-06-27 00:00:00
positivo,Alexa responde bem aoa comandos e o temo de resposta é bem rápido Otima aquisição vale super a pena Recomendo,2021-11-08 00:00:00
positivo,Entrega the flash Produto otimo estou me divertindo muito com a Alexa Muito bom,2020-11-28 00:00:00
positivo,A entrega e o produto foi super rápida e de excelente qualidade fora automação e liberdade que deu a minha residência,2021-12-27 00:00:00
positivo,Perfeita Integração configuração funcionalidades e usabilidade magnifica para automatização e como assistente ótima,2022-03-11 00:00:00
positivo,Costumo pedir músicas em inglês no meio de uma frase em português a identificação é perfeita,2021-12-28 00:00:00
positivo,Queria automatizar a casa fazia um tempo e sem comprar nada além da echo dot já consegui fazer bastante coisa,2021-01-03 00:00:00
positivo,Ótimo Reconhece bem as vozes Som claro e limpo Bastante útil,2020-12-30 00:00:00
positivo,Não gostei de ter comprado Novo Echo Dot 4ª Geração Smart Speaker com Alexa Cor Preta e o cabo da fonte vir na cor branca,2021-06-25 00:00:00
positivo,O equipamento é muito bom as crianças amaram as brincadeiras e interação Os comandos da casa inteligente funcionou super bem,2021-07-13 00:00:00
positivo,Gostei da Alexa mto inteligente e um ótimo produto só faltou a bateria interna para não precisar ficar conectada o tempo todo,2021-05-31 00:00:00
positivo,Produto muito bom um pouco complicado para automatizar usar sempreProdutos da mesma marca evitando baixar vários apps,2020-12-28 00:00:00
positivo,Confunde algumas músicas eu peço para tocar determinada música e toca outra mas no geral é um ótimo produto custo benefício,2021-12-27 00:00:00
positivo,Pra mim a Alexa é perfeita tudo funciona muito bem o som é inacreditável a potência da alexa podem comprar sem medo,2021-09-01 00:00:00
positivo,Produto ótimo só as vezes no qual a gente fala e ela não reconhece e confude o que falamos mas tirando isso é um ótimo produto,2021-07-09 00:00:00
positivo,O som e skills são interessantemas mas para ter outras funções precisa de outros aparelhos As vezes ela é um pouco surda,2021-02-20 00:00:00
positivo,Adorei os recursos da Echo Dot minha família já está se divertindo interagindo com a Alexa já virou um novo membro da família,2021-03-18 00:00:00
positivo,Super recomendo Produto inovador de alta qualidade integrado com luzes inteligentes com um som de qualidade super indico,2021-12-14 00:00:00
positivo,Chegou super rápida e me ajuda muito em colocar músicas enquanto faço algo jogar para passar o tempo ouvir notiias etc,2022-03-08 00:00:00
positivo,Gostei muito conexão com a Echo Dot muito fácil e as atualizações sempre melhoram a interação,2022-01-18 00:00:00
positivo,Vejo que as vezes o reconhecimento de voz não funciona direito e tenho que repetir a instrução,2021-07-07 00:00:00
positivo,Muito bom eliminei vários controles remoto de meu quarto e ainda tenho com quem conversar kkkk,2021-08-10 00:00:00
positivo,Atende as expectativas,2021-10-21 00:00:00
positivo,Produto de boa qualidade Bem útil para uso no dia a dia Automação residencial funciona super bem em conjunto com os dispositivos de automação,2021-07-12 00:00:00
positivo,Produto super reconhecido no mundo ainda estou testando suas habilidades rsrsrsuper recomendo,2022-02-16 00:00:00
positivo,Adorei o produto a única coisa que não gostei é não possuir uma bateira que permita ligá-lo em algum local sem energia,2021-02-20 00:00:00
positivo,ela é boa mas parece um pouco surda,2021-06-26 00:00:00
positivo,Para um quarto atende perfeitamente Mas para um ambiente grande não tem a potência necessária,2021-10-22 00:00:00
positivo,Alexa atendeu minhas Espectativas ainda há a melhorar no reconhecimento de voz mas está muito bem aplicado o produto Recomendo,2022-03-03 00:00:00
positivo,Alexa é simplesmente incrível!Reconhecimento de voz perfeito e acústica excelente,2021-06-29 00:00:00
positivo,O som é limpo As vezes ela falha em algumas solicitações mas ainda assim vale a pena,2021-07-03 00:00:00
positivo,A Echo Dot 3 é melhor do que a 4 o reconhecimento de voz da echo 4 é nitidamente pior,2022-03-02 00:00:00
positivo,Eu simplesmente amei do jeitinho que eu imaginava consigo controlar várias coisas o áudio e perfeito a entrega foi rápida super amei e recomendo Pode comprar sem medo,2021-02-03 00:00:00
positivo,Amei não vivo sem,2022-01-23 00:00:00
positivo,Gostei muito melhor que a geração 3,2022-03-17 00:00:00
positivo,Amei Principalmente a Alexa minha companheira de músicas jogos piadas e notícias,2021-07-24 00:00:00
positivo,Produto incrível superou minhas expectativas está sendo a alegria da casa meu shitzu até ficou com ciúmes,2021-12-22 00:00:00
positivo,Uma boa caixinha de som Se não tiver alguma automação para integrar com o dispositivo acredito que uma JBL seja mais indicada,2021-08-05 00:00:00
positivo,Ela não entende os pedido de musica,2021-02-28 00:00:00
positivo,Excelente,2020-12-04 00:00:00
positivo,O reconhecimento de voz funciona bem mas às vezes a Alexa fica pouco confusa,2021-11-08 00:00:00
positivo,A facilidade de comunicação com o echo show,2021-07-04 00:00:00
positivo,É bem útil faço diversas coisas através da Alexa por comando de voz até livro ela ler pra mim Ta me deixando preguiçoso kkkk,2021-04-22 00:00:00
positivo,A qualidade do som me surpreendeu!Só não gostei pq não tem bateria interna .Tem que ficar ligado direto na tomada,2021-06-26 00:00:00
negativo,Gostava mais da minha antiga essa parece nunca responder tenho que repetir 3/4x para ela entender fiquei triste com a compra,2021-04-04 00:00:00
positivo,Eu gostei ajuda muito em casa Eu recomendo,2021-12-14 00:00:00
positivo,A Alexa é muito útil para termos mais praticidade Produto ótimo de qualidade e chegou rápido demais Indico,2022-01-05 00:00:00
positivo,Ainda estou aprendendo todas as funcionalidades dela mas já estou amando Queria uma caixa de som e ela faz mto além do que isso,2021-07-12 00:00:00
positivo,Adorei ela é a melhor tem reconhecimento de voz excelente amei demais e tambem tem a qualidade de som muito muito bom adorei,2021-09-22 00:00:00
positivo,Me divirto com suas piadas passo um bom tempo ouvindo músicas e os lembretes são super especiais Que pena que só descobri agora,2021-07-11 00:00:00
positivo,É um ótimo produto no entanto as vezes não reconhece ou entende a voz o nos faz termos que nos aproximar para pedir algo a ela,2021-05-21 00:00:00
positivo,Excelente produto Pena que ela não venha com bateria interna pra funcionar sem energia por algum tempo mas fora isso é perfeito,2021-07-01 00:00:00
positivo,Aparelho muito inteligente Tem integração com diversos dispositivos ótimo som para ouvir musicas e podcasts e otimos jogos,2021-08-23 00:00:00
positivo,O áudio é bom mas o sistema de captação da voz deixa um pouco a desejar há vezes em que ela não escuta mt bem fora isso tudo bem,2020-12-11 00:00:00
positivo,A mídia não pôde ser carregada reconhecimento de som muito bom qualidade de som ótima super recomendo além da quantidade de acabamento a qualidade de som,2021-04-05 00:00:00
positivo,Gostei muito da echo dot uso mais para escutar música mas me ajuda bastante com lembretes previsão do tempo e notícias,2021-07-10 00:00:00
positivo,O Echo Dot é bem compacto suas funções são bem interessantes e a integração da Alexa muita boa,2021-06-13 00:00:00
negativo,Fonte com aparecia chiquilinque na cor branca se destaca no ambiente melhor a Echo Dot 3ª Geração,2021-07-13 00:00:00
positivo,Ele é perfeito,2021-03-29 00:00:00
negativo,MUSICAS TEM Q TER ASSINATURA SENAO NAO TEM MUSICA BOA COMO A ALEXA É DA AMAZON DEVIA DE VIM COM AS MUSICAS LIBERADA,2021-01-02 00:00:00
positivo,Muito melhor som reconhecimento enfim TUDO de bom ^^,2020-12-10 00:00:00
positivo,produto ótimo fácil de instalar e ótimo custo benefício o som também tem boa potencia para uso em pequenos ambientes,2021-04-23 00:00:00
positivo,A qualidade de som é impressionante para o tamanho do aparelho Simplesmente excelente Futuramente terei um por cômodo,2020-12-18 00:00:00
positivo,Amei porém só funciona conectado na energia o que nos dias de hj não é funcional,2021-07-18 00:00:00
positivo,Recomendo ótimo acabamento som muito bom e no geral me atendeu muito mais que eu esperava Ótimo produto,2021-03-01 00:00:00
negativo,Com certeza é um ótimo produto mas fiz a compra 2 vezes e não recebi nenhuma apesar de várias reclamações,2021-05-01 00:00:00
positivo,Podem comprar sem medo Alexa ajuda em muitos pontos Eu comprei para montar um sistema de casa inteligente,2021-09-23 00:00:00
positivo,Ótimo produto boa qualidade de som mas foi um pouco chato de configurar não reconheceu minha televisão com o nome alterado,2021-12-14 00:00:00
positivo,Não consigo acreditar o quão incrível é a Alexa já estou usando até para controlar a casa Já nem imagino viver sem ela kkk,2021-12-13 00:00:00
positivo,Ótimo produto o som é de ótima qualidade e o volume surpreende pelo tamanho da caixinha Devolvi para trocar pelo Echo maior,2021-02-25 00:00:00
positivo,Entrega super rápida Excelente produto meu namorado adorou o presente e tem o ajudado bastante na organização da sua rotina,2020-12-06 00:00:00
positivo,tem vez que nao reconhece a voz e também as vezes você fala uma coisa e ela entende outra mais estou satisfeito com o produto,2021-01-23 00:00:00
positivo,Produto de excelente qualidade meus netos adoram pedir historinhas pra Alexa,2022-01-12 00:00:00
positivo,Qualidade de som maravilhosa super satisfeita com a compra,2021-05-27 00:00:00
positivo,Muito funcional e divertida Me ajuda mesmo nos lembretes do dia a dia além de tocar as minhas músicas favoritas só com a voz,2021-04-29 00:00:00
positivo,Qualidade de som surpreendentemente boa pro tamanho da caixinha e reconhecimento de voz funcionou em todas as vezes Adorei,2021-01-13 00:00:00
positivo,Excelente produto Recomendo Alexa é um passo ao futuro agora,2021-04-18 00:00:00
positivo,No geral ótimo produto porém precisa melhorar no reconhecimento de voz quando tem outros ruídos ou quando a música está alta,2020-12-27 00:00:00
positivo,A mídia não pôde ser carregada Eu amei não tenho do que reclamar O volume é bom o reconhecimento de voz também,2021-12-14 00:00:00
positivo,O produto atendeu as minhas expectativas Somente em relação a entrega que foi muito ruim devido a organização da transportadora,2020-12-29 00:00:00
positivo,Produto muito bom Som nítido e envolvente apesar do pequeno tamanho Alexa é interativa e responde bem às demandas Recomendo,2022-01-05 00:00:00
positivo,A qualidade de som é excelente o reconhecimento de voz fiz a distância e em outro ambiente da casa para testar e funcionou,2021-07-05 00:00:00
positivo,Produto muito interessante não tive qualquer problema como reconhecimento de voz ou no modo sono a qualidade do som é muito boa,2021-02-17 00:00:00
positivo,Ouvir suas músicas favoritas com muita qualidade e tecnologia inteligente é na echo dot excelente custo beneficio,2021-01-08 00:00:00
positivo,Muito bom som muito melhor que geração passada,2021-02-09 00:00:00
positivo,A mídia não pôde ser carregada Chegou muitoo rapido em menos de 2 dias funciona perfeitamente e veio super bem embalado,2021-06-22 00:00:00
positivo,Até agora ainda estou explorando os cobteúdos e aplicações do Echo Dot Mas estou me encantando a cada nova descoberta,2021-07-24 00:00:00
positivo,Reconhecimento de voz muito bom Uso a mais de cinco metros de distância sem problemas Qualidade de som muito boa,2021-07-07 00:00:00
positivo,Produto tem um ótimo som excelente reconhecimento de voz funciona exatamente como descrição amando minha Alexia,2021-08-31 00:00:00
positivo,Sem palavras aparelho top top tudo ótimo,2021-06-24 00:00:00
positivo,Valeu a pena comprar tava bem em conta na black,2021-11-30 00:00:00
positivo,Gostei muito da inteligência artificial Mas não gostei pq as vezes agente grita e ela não escuta,2020-12-03 00:00:00
positivo,Muito boa O som é de qualidade e a Alexa tem várias funções interessantes,2021-04-23 00:00:00
positivo,Escuta de longe responde bem às minhas perguntas excelente voz não é robotizada bem interativa Qualidade de som ótima,2022-02-24 00:00:00
positivo,Simplesmente atendeu todas as minhas expectativas em todos os quesitos Reconhece a voz modo sono e som excelente,2021-08-25 00:00:00
positivo,Atendeu todas as minhas expectativas reconhecimento de voz e qualidade de som Entregua rápida antesotima do prazo,2021-01-31 00:00:00
