sent_rating,processed_text_NoStopwords,data
positivo,simplesmente apaixonada Alexa arrependo comprado Comprei controle infravermelho uso controle ar condicionado TV,2021-01-21 00:00:00
positivo,Sensor voz inferior versão 3 repetir falar tom voz alto qualidade som,2021-05-21 00:00:00
negativo,gostei Echo dot vontade própria adora surda geração melhor,2021-04-10 00:00:00
positivo,interativo propósito conectar mundo rádios países,2022-02-28 00:00:00
positivo,Chegou 4 dias úteis super rápido satisfeito qualidade Echo Dot 4ª Geração Amazon,2020-12-03 00:00:00
positivo,Produto inovador maravilhoso Adoro Alexa,2020-12-21 00:00:00
negativo,Funciona pra propõe,2021-03-12 00:00:00
positivo,Gostei Vamos aparecem promoções Echo Studio,2021-01-20 00:00:00
positivo,ótima aquisição passo rumo automação residencial Alexa torna facilmente integrante familiar,2021-07-10 00:00:00
positivo,Ótimo som escuta travou sorte Amazon deveria liberar funções pra tbm,2021-10-24 00:00:00
positivo,compra valeu super pena Som confortável alto viu Consequentemente porta abertura amazon satisfeito,2021-04-10 00:00:00
positivo,senti usá-la precisar cabo tomada pensei tivesse bateria compacta ótimo volume,2021-12-23 00:00:00
positivo,Gostei trava reconhece voz preciso desligar destravar aconteceu poucos,2021-01-17 00:00:00
positivo,falas padrões sentido piadas Alexa adaptar padrões fala dela,2021-06-09 00:00:00
positivo,coloquei modo sono Qualidade produto ótima reclamar super satisfeita,2021-12-08 00:00:00
positivo,Ajuda som funções despertar música time conversa vc imita personagens conta piadas top,2021-02-18 00:00:00
positivo,Comprei echo dot preta veio cabo carregador brancos Ficou feio Ligeiramente insatisfeito acabado,2021-03-30 00:00:00
positivo,Aparelho estamos aprendendo mexer reconhecimento falha top estamos curtindo Alexa,2021-01-28 00:00:00
positivo,produto som espetacular material resistente poucos vamos conhecendo inúmeros recursos produto,2021-10-28 00:00:00
positivo,Adquiri Echo Dot Fire Stick produtos automatizar casa Realmente feliz aquisição,2020-12-01 00:00:00
positivo,som dela incrível microfones ótimos cômodo perfeita serve uso projetada,2021-06-20 00:00:00
positivo,mídia carregada achei excelente utilizar consegue ajudar dia dia. ️,2021-05-22 00:00:00
positivo,interessante princípio útil Pena consegui parear TV LG,2021-04-18 00:00:00
positivo,comparação geração surda escuta pior possui som limpo reprodução,2021-04-03 00:00:00
positivo,Produto acabamento premium!Captação áudio excelente!Fácil configuração Nota 10 produto,2021-03-09 00:00:00
positivo,Produto perfeito sugestão músicas poderia incluir amazon Music unlimited incluso adquirisse produto,2021-12-19 00:00:00
positivo,usando há 3 dias avaliação reconhecimento voz qualidade som bons Parabéns,2022-01-14 00:00:00
positivo,Alexas preta bonita fácil manter limpa Evitem qquer cor mim,2022-02-21 00:00:00
positivo,Vale pena comprar Alexa cliente gostar tecnologia casa internet pra ótimo resultado,2021-09-10 00:00:00
positivo,Adorei Estamos usando casal,2021-12-01 00:00:00
positivo,Produto qualidade som incrível reconhecimento voz entrega rápida cuidadosa,2021-06-30 00:00:00
positivo,Oferece muita legal ótima experiência,2021-07-18 00:00:00
negativo,consegui controlar smart tv LG,2020-12-30 00:00:00
positivo,promete outr português contente produto,2021-07-13 00:00:00
positivo,Tô amando gostei útil dia-a-dia,2021-05-13 00:00:00
positivo,olha bateria interna falta.outra conectar rede wifi varias redes cadastradas memoria,2021-04-23 00:00:00
positivo,Ja tinha echo dot 3 geração comprei continua sendo reconhecimento voz perfeito qualidade som otima,2021-06-03 00:00:00
positivo,Utilizando sala atendeu expectativas Configurei lâmpadas tarefas tv funcionando uso som sincronizo,2021-05-06 00:00:00
positivo,faxinas parar passar música escolher playlist celular,2021-07-16 00:00:00
positivo,legal volume super alto chegou 6 dias cidade nota 10,2021-05-07 00:00:00
positivo,conheço versões anteriores Echo Dot comprei supriu perfeitamente expectativas,2021-02-21 00:00:00
positivo,Belo produto q desempenha excele papel elogios,2021-10-11 00:00:00
positivo,pedido chegou rápido embalado fiz testes echo dot 4º geração bacana,2021-03-18 00:00:00
positivo,Som variedade informações músicas precisar assinaturas confunde solicitações,2020-11-21 00:00:00
positivo,incrível apaixonada Echo Dot chega viciante cômodos casa,2021-02-23 00:00:00
positivo,Otimo produto porem poderiam vir skin principalmente som poderia alto tornaria produto perfeito,2021-02-15 00:00:00
positivo,ótimo facilitar tarefas divertido interagir família casa inteligente ficar melhor,2021-04-07 00:00:00
negativo,volume celular reconhecimento voz fique gritando ALEXA ALEXA ALEXA casa,2021-09-04 00:00:00
positivo,Atendeu perfeitamente expectativas Som qualidade reconhecimento perfeito automação inovador simples,2021-12-25 00:00:00
positivo,gosto produto excelente acho escuta dias chamar várias,2021-06-04 00:00:00
positivo,Produto esperado Gostei função conectar bluetooth outro som jogar som caixinha pra home theater,2021-01-30 00:00:00
positivo,pequeno som maravilhoso,2022-01-21 00:00:00
positivo,Interage riqueza alternativas,2021-07-16 00:00:00
positivo,Qualidade som reconhecimento voz idem precisar levantar pra ouvir músicas frio,2021-07-04 00:00:00
positivo,quis Alexa condições Finalmente consegui comprar achando incrível,2022-03-21 00:00:00
positivo,mídia carregada produto chegou semana Som qualidade elogios,2021-11-26 00:00:00
positivo,iniciando mundo Alexia achei aparelho desempenho altura qualidade som surpreende,2020-12-21 00:00:00
positivo,som volume alto tamanho aparelho fica lindo decoração extremamente util automação casa,2021-06-23 00:00:00
positivo,produto interessante gente manter relacionamento ganhar conhecimento agendar tarefas dentre,2022-01-13 00:00:00
positivo,Aparelho sensacional promoção Amazon Day enganosa hoje 22/06 exatamente paguei 01/21,2021-06-22 00:00:00
positivo,Excelente reconhecimento voz qualidade som praticidade ouvir últimas notícias músicas principalmente acesso site JW.ORG,2021-06-11 00:00:00
positivo,reconhecimento voz tá distância razoável som qualidade,2020-12-04 00:00:00
positivo,tô amando Alexa facilita dia dia,2021-12-01 00:00:00
positivo,Atende expectativa precisava funcionar fio tomada,2022-01-02 00:00:00
positivo,modo conversação contínua fichar chamando igual papagaio executar várias funções,2021-07-17 00:00:00
positivo,Adorei esperava Recomendo caixa som automação casa,2021-05-19 00:00:00
positivo,Mudou rotina casa filha q fala ama internet tá funcionando perfeita,2021-06-01 00:00:00
positivo,mídia carregada Produto excelente som limpo,2021-05-29 00:00:00
positivo,adorando Alexa excelente qualidade som reconhecimento voz comandos super rápidos,2020-12-04 00:00:00
positivo,chegou prazo enviado perfeita condições nenhum dano produto embalagem,2021-02-08 00:00:00
positivo,gostei cabo branco escura resto funciona,2022-02-18 00:00:00
positivo,Excelente qualidade conseguimos ficar alexa,2021-07-18 00:00:00
positivo,capita tiver muitoooo n escutar escuta suuuperrr qualidade som perfeita,2022-01-09 00:00:00
positivo,mídia carregada perguntas responder atende necessidades,2022-02-22 00:00:00
positivo,Diversas funções úteis dia dia,2021-06-20 00:00:00
positivo,Vale pena echo dot 3º uso 2 speakers fire tv,2021-06-16 00:00:00
positivo,Qualidade som excelente funções boas ótima captação microfone,2021-04-08 00:00:00
positivo,mídia carregada Produto fácil recomendo,2022-02-18 00:00:00
positivo,Ótima construção Som razoável tamanho produto legal,2021-06-27 00:00:00
positivo,Alexa responde aoa comandos temo resposta rápido Otima aquisição vale super pena Recomendo,2021-11-08 00:00:00
positivo,Entrega the flash Produto otimo divertindo Alexa,2020-11-28 00:00:00
positivo,entrega produto super rápida excelente qualidade automação liberdade deu residência,2021-12-27 00:00:00
positivo,Perfeita Integração configuração funcionalidades usabilidade magnifica automatização assistente ótima,2022-03-11 00:00:00
positivo,Costumo pedir músicas inglês frase português identificação perfeita,2021-12-28 00:00:00
positivo,Queria automatizar casa comprar echo dot consegui,2021-01-03 00:00:00
positivo,Ótimo Reconhece vozes Som claro limpo útil,2020-12-30 00:00:00
positivo,gostei comprado Echo Dot 4ª Geração Smart Speaker Alexa Cor Preta cabo fonte vir cor branca,2021-06-25 00:00:00
positivo,equipamento crianças amaram brincadeiras interação comandos casa inteligente funcionou super,2021-07-13 00:00:00
positivo,Gostei Alexa mto inteligente ótimo produto faltou bateria interna precisar ficar conectada,2021-05-31 00:00:00
positivo,Produto complicado automatizar sempreProdutos mesma marca evitando baixar apps,2020-12-28 00:00:00
positivo,Confunde músicas peço tocar determinada música toca ótimo produto custo benefício,2021-12-27 00:00:00
positivo,Pra mim Alexa perfeita funciona som inacreditável potência alexa comprar medo,2021-09-01 00:00:00
positivo,Produto ótimo gente fala reconhece confude falamos tirando ótimo produto,2021-07-09 00:00:00
positivo,som skills interessantemas funções precisa aparelhos surda,2021-02-20 00:00:00
positivo,Adorei recursos Echo Dot família divertindo interagindo Alexa virou membro família,2021-03-18 00:00:00
positivo,Super recomendo Produto inovador alta qualidade integrado luzes inteligentes som qualidade super indico,2021-12-14 00:00:00
positivo,Chegou super rápida ajuda colocar músicas jogar passar ouvir notiias etc,2022-03-08 00:00:00
positivo,Gostei conexão Echo Dot fácil atualizações melhoram interação,2022-01-18 00:00:00
positivo,Vejo reconhecimento voz funciona direito repetir instrução,2021-07-07 00:00:00
positivo,eliminei controles remoto conversar kkkk,2021-08-10 00:00:00
positivo,Atende expectativas,2021-10-21 00:00:00
positivo,Produto qualidade útil uso dia dia Automação residencial funciona super conjunto dispositivos automação,2021-07-12 00:00:00
positivo,Produto super reconhecido mundo testando habilidades rsrsrsuper recomendo,2022-02-16 00:00:00
positivo,Adorei produto única gostei possuir bateira permita ligá-lo algum energia,2021-02-20 00:00:00
positivo,surda,2021-06-26 00:00:00
positivo,atende perfeitamente ambiente potência necessária,2021-10-22 00:00:00
positivo,Alexa atendeu Espectativas há melhorar reconhecimento voz aplicado produto Recomendo,2022-03-03 00:00:00
positivo,Alexa simplesmente incrível!Reconhecimento voz perfeito acústica excelente,2021-06-29 00:00:00
positivo,som limpo falha solicitações vale pena,2021-07-03 00:00:00
positivo,Echo Dot 3 melhor 4 reconhecimento voz echo 4 nitidamente pior,2022-03-02 00:00:00
positivo,simplesmente amei jeitinho imaginava consigo controlar várias coisas áudio perfeito entrega rápida super amei recomendo comprar medo,2021-02-03 00:00:00
positivo,Amei vivo,2022-01-23 00:00:00
positivo,Gostei melhor geração 3,2022-03-17 00:00:00
positivo,Amei Principalmente Alexa companheira músicas jogos piadas notícias,2021-07-24 00:00:00
positivo,Produto incrível superou expectativas sendo alegria casa shitzu ficou ciúmes,2021-12-22 00:00:00
positivo,caixinha som tiver alguma automação integrar dispositivo acredito JBL seja indicada,2021-08-05 00:00:00
positivo,entende pedido musica,2021-02-28 00:00:00
positivo,Excelente,2020-12-04 00:00:00
positivo,reconhecimento voz funciona Alexa fica confusa,2021-11-08 00:00:00
positivo,facilidade comunicação echo show,2021-07-04 00:00:00
positivo,útil diversas coisas Alexa comando voz livro ler pra mim Ta deixando preguiçoso kkkk,2021-04-22 00:00:00
positivo,qualidade som surpreendeu!Só gostei pq bateria interna .Tem ficar direto tomada,2021-06-26 00:00:00
negativo,Gostava antiga responder repetir 3/4x entender fiquei triste compra,2021-04-04 00:00:00
positivo,gostei ajuda casa recomendo,2021-12-14 00:00:00
positivo,Alexa útil termos praticidade Produto ótimo qualidade chegou rápido Indico,2022-01-05 00:00:00
positivo,aprendendo funcionalidades dela amando Queria caixa som mto,2021-07-12 00:00:00
positivo,Adorei melhor reconhecimento voz excelente amei tambem qualidade som adorei,2021-09-22 00:00:00
positivo,divirto piadas passo ouvindo músicas lembretes super especiais pena descobri,2021-07-11 00:00:00
positivo,ótimo produto entanto reconhece entende voz termos aproximar pedir,2021-05-21 00:00:00
positivo,Excelente produto Pena venha bateria interna pra funcionar energia algum perfeito,2021-07-01 00:00:00
positivo,Aparelho inteligente integração diversos dispositivos ótimo som ouvir musicas podcasts otimos jogos,2021-08-23 00:00:00
positivo,áudio captação voz deixa desejar há escuta mt,2020-12-11 00:00:00
positivo,mídia carregada reconhecimento som qualidade som ótima super recomendo quantidade acabamento qualidade som,2021-04-05 00:00:00
positivo,Gostei echo dot uso escutar música ajuda lembretes previsão notícias,2021-07-10 00:00:00
positivo,Echo Dot compacto funções interessantes integração Alexa muita,2021-06-13 00:00:00
negativo,Fonte aparecia chiquilinque cor branca destaca ambiente melhor Echo Dot 3ª Geração,2021-07-13 00:00:00
positivo,perfeito,2021-03-29 00:00:00
negativo,MUSICAS Q ASSINATURA SENAO NAO MUSICA ALEXA AMAZON DEVIA VIM MUSICAS LIBERADA,2021-01-02 00:00:00
positivo,melhor som reconhecimento enfim ^^,2020-12-10 00:00:00
positivo,produto ótimo fácil instalar ótimo custo benefício som potencia uso pequenos ambientes,2021-04-23 00:00:00
positivo,qualidade som impressionante tamanho aparelho Simplesmente excelente Futuramente terei cômodo,2020-12-18 00:00:00
positivo,Amei funciona conectado energia dias hj funcional,2021-07-18 00:00:00
positivo,Recomendo ótimo acabamento som atendeu esperava Ótimo produto,2021-03-01 00:00:00
negativo,ótimo produto fiz compra 2 recebi apesar várias reclamações,2021-05-01 00:00:00
positivo,comprar medo Alexa ajuda comprei montar casa inteligente,2021-09-23 00:00:00
positivo,Ótimo produto qualidade som chato configurar reconheceu televisão nome alterado,2021-12-14 00:00:00
positivo,consigo acreditar quão incrível Alexa usando controlar casa imagino viver kkk,2021-12-13 00:00:00
positivo,Ótimo produto som ótima qualidade volume surpreende tamanho caixinha Devolvi trocar Echo,2021-02-25 00:00:00
positivo,Entrega super rápida Excelente produto namorado adorou presente ajudado organização rotina,2020-12-06 00:00:00
positivo,nao reconhece voz fala entende satisfeito produto,2021-01-23 00:00:00
positivo,Produto excelente qualidade netos adoram pedir historinhas pra Alexa,2022-01-12 00:00:00
positivo,Qualidade som maravilhosa super satisfeita compra,2021-05-27 00:00:00
positivo,funcional divertida ajuda lembretes dia dia tocar músicas favoritas voz,2021-04-29 00:00:00
positivo,Qualidade som surpreendentemente pro tamanho caixinha reconhecimento voz funcionou Adorei,2021-01-13 00:00:00
positivo,Excelente produto Recomendo Alexa passo futuro,2021-04-18 00:00:00
positivo,ótimo produto precisa melhorar reconhecimento voz ruídos música alta,2020-12-27 00:00:00
positivo,mídia carregada amei reclamar volume reconhecimento voz,2021-12-14 00:00:00
positivo,produto atendeu expectativas entrega ruim devido organização transportadora,2020-12-29 00:00:00
positivo,Produto Som nítido envolvente apesar pequeno tamanho Alexa interativa responde demandas Recomendo,2022-01-05 00:00:00
positivo,qualidade som excelente reconhecimento voz fiz distância outro ambiente casa testar funcionou,2021-07-05 00:00:00
positivo,Produto interessante problema reconhecimento voz modo sono qualidade som,2021-02-17 00:00:00
positivo,Ouvir músicas favoritas muita qualidade tecnologia inteligente echo dot excelente custo beneficio,2021-01-08 00:00:00
positivo,som melhor geração passada,2021-02-09 00:00:00
positivo,mídia carregada Chegou muitoo rapido 2 dias funciona perfeitamente veio super embalado,2021-06-22 00:00:00
positivo,explorando cobteúdos aplicações Echo Dot encantando descoberta,2021-07-24 00:00:00
positivo,Reconhecimento voz Uso metros distância problemas Qualidade som,2021-07-07 00:00:00
positivo,Produto ótimo som excelente reconhecimento voz funciona exatamente descrição amando Alexia,2021-08-31 00:00:00
positivo,palavras aparelho top top ótimo,2021-06-24 00:00:00
positivo,Valeu pena comprar tava conta black,2021-11-30 00:00:00
positivo,Gostei inteligência artificial gostei pq agente grita escuta,2020-12-03 00:00:00
positivo,som qualidade Alexa várias funções interessantes,2021-04-23 00:00:00
positivo,Escuta responde perguntas excelente voz robotizada interativa Qualidade som ótima,2022-02-24 00:00:00
positivo,Simplesmente atendeu expectativas quesitos Reconhece voz modo sono som excelente,2021-08-25 00:00:00
positivo,Atendeu expectativas reconhecimento voz qualidade som Entregua rápida antesotima prazo,2021-01-31 00:00:00
negativo,Muitas peço comandos atende ex buscar filme xxx fire recorda comando reconhecido,2021-07-04 00:00:00
positivo,Dei presente mãe amou diariamente principalmente coisas agenda lembretes ouvir música,2021-05-23 00:00:00
positivo,única fiquei triste escuta falar alto resto amei,2021-04-02 00:00:00
positivo,Produto aspectos construído qualidade sonora ótima captação som comandos,2021-06-17 00:00:00
positivo,apaixonado Echo reconhecimento voz preciso escuta chamamos Recomendo,2021-07-07 00:00:00
positivo,geração surdinha legal,2021-02-17 00:00:00
positivo,Excelente aquisição satisfeito Alexa tinha comprei outro cômodo casa Vale pena,2021-01-06 00:00:00
negativo,pior echo dot comprei Falo 4x responder,2021-03-07 00:00:00
positivo,produto excelente deley tirando ame produto irei adquirir produtos parabéns amazon,2021-07-04 00:00:00
positivo,Achei teria opções serviços fossem pagos,2021-07-05 00:00:00
positivo,funcionalidades ótimas Deixa desejar conectar smartphone nela,2021-07-12 00:00:00
positivo,prático confortável utilizar Alexa .Recomendo produto som poderia potente atende necessidades,2021-01-28 00:00:00
positivo,Alexa virou melhor amiga kkkkAtende necessidades facilita muitas coisas rotina,2021-07-11 00:00:00
positivo,Alexa to curtindo recomendo,2021-08-05 00:00:00
positivo,raras reconhece comandos voz corretamente basta repetir resolve,2021-05-10 00:00:00
positivo,Produto ótimo Reconhecimento voz perfeito resposta surpreendi qualidade som Recomendo,2020-11-30 00:00:00
negativo,cor produto carregador nao sao mesmas,2020-12-07 00:00:00
positivo,perca otimizei cômodos casa produtos Amazom,2020-12-07 00:00:00
positivo,Excelente produto qualidade som Fácil instalar rotinas etc casa inteligente,2021-02-18 00:00:00
positivo,excelente produto ótima qualidade som respostas rápidas coisas entende errado perfeito,2021-06-06 00:00:00
positivo,Escelente produto útil divertido,2021-12-15 00:00:00
positivo,prático dia avó 97 anos encantou,2021-11-22 00:00:00
positivo,Gostei pessoas casa tinham resistência tecnologia adaptaram utilizam,2021-04-22 00:00:00
positivo,Super recomendo fácil configurar consigo controlar casa ótima caixa som,2021-08-30 00:00:00
positivo,mídia carregada Gostei produto escuta chegou dia outroEstou super satisfeito,2021-06-24 00:00:00
positivo,Gostei porem reconhecimento voz precisa melhorar Produto otima construção Custo Beneficio,2021-06-03 00:00:00
positivo,babando brinquedinho super tecnológico,2021-06-29 00:00:00
positivo,Atende expectativas preço,2021-01-28 00:00:00
positivo,Design bonito tamanho atende expectativas som volume,2022-01-26 00:00:00
positivo,Show,2021-03-24 00:00:00
positivo,vendi 3ª geração há diferença expressiva som musicas melhoraram,2020-11-23 00:00:00
positivo,Vou comprar p filho lâmpadas,2022-03-12 00:00:00
negativo,reconhece comandos voz desliga sozinha durante utilização principalmente skills jogos,2020-12-28 00:00:00
positivo,Produto atendeu expectativas equipamento automação pronto,2021-03-13 00:00:00
positivo,som superou expectativas uso ouvir som tv conectada bluetoth Mibox ficou perfeito,2021-07-16 00:00:00
positivo,tinha comprado alexa tinha defeito cabo devolvi veio gostei útil,2022-01-14 00:00:00
positivo,Ja tinha echo dot 3a greação ja gostava altura som vi muita diferença to adorando produto,2021-07-14 00:00:00
negativo,comprar Echo Dot 4 cor preta esperava carregador fosse preto entanto recebi versão branca,2021-04-06 00:00:00
positivo,mídia carregada Excelente produto realiza propósito Super recomendo pessoa,2022-01-30 00:00:00
positivo,dificuldade escutar top!Poderia melhorar fato esculta,2021-05-18 00:00:00
positivo,Ótimo equipamento equipamentos conectados melhor utilização lâmpadas TV ar condicionado etc,2021-02-19 00:00:00
positivo,Dei presente marido Auxilia muitas coisas damos muita risada Alexa hahahaha,2022-02-10 00:00:00
positivo,Qualidade som ótimo reconhecimento voz espetacular maravilhoso feliz Alexa,2021-12-30 00:00:00
positivo,Exatamente descrito anúncio esperava indico compraria novamente,2021-09-16 00:00:00
positivo,Som eficiente interliguei devices inteligentes mãe virou fã Alexa,2021-10-06 00:00:00
positivo,Gostei atendeu expectativas reconhece mto voz Recomendo,2021-07-09 00:00:00
positivo,mídia carregada amei aquisição Compramos incríveis funcionais Super indico,2021-07-14 00:00:00
positivo,Amei apaixonada Echo,2021-12-03 00:00:00
positivo,consigo Alexa musicas jogos controle total casa,2021-04-29 00:00:00
positivo,Qualidade som excelente contente produto explorando contente,2021-06-09 00:00:00
positivo,sendo echo dot recursos ótimos reconhecimento voz qualidade som,2021-07-14 00:00:00
positivo,Produto atendeu expectativas entrega problema 01 semana pra entregar demorou,2021-04-12 00:00:00
positivo,audio mt top pra escutar musicas som ambiente Nao problemas reconhecimento voz gostei mt,2021-02-04 00:00:00
negativo,gostei insistência gestão faça assinaturas Ai acontece toca-se interessa produto,2021-03-25 00:00:00
positivo,Produto excelente cachorra comeu controle TV uso Alexa pra controlar TV Recomendo,2021-04-10 00:00:00
negativo,diversas soluções disponibilizadas Amazon sites simplesmente conecta wi-fi,2022-03-20 00:00:00
positivo,disse filho hamster kkkkk atendeu expectativas queria Alexa pra chamar,2021-02-14 00:00:00
positivo,pena nao opção usqr caixinha som bluetooth funcionar tomada perfeito,2021-06-22 00:00:00
positivo,som incrível IA experiência Echo Dot 4ª geração sido excelente,2021-03-13 00:00:00
positivo,funcional amo conversar Alexa,2022-03-17 00:00:00
positivo,Ótimo auxiliar tarefas diárias,2022-03-12 00:00:00
positivo,Produto excelente integra dispositivos casa facilita possibilidade comando voz,2021-04-04 00:00:00
positivo,Há comandos entende escuta entanto comandos ouvidos interações excelentes,2021-01-17 00:00:00
positivo,Maravilhoso fico comandar voz sinto livre variedades itens ajuda beleza simplesmente amei,2021-04-07 00:00:00
positivo,Totalmente surpresa possibilidades amando Alexa casa,2021-06-12 00:00:00
positivo,echo dot excelente superou expetativas útil dia dia Alexa echo som perfeito,2020-12-15 00:00:00
positivo,Linda apaixonada problema pra funcionar tomada comprar base carregadora,2021-10-30 00:00:00
positivo,som encorpado realmente inteligente Consegui conexão TV LG 4 K êxito Skills práticas divertidas Entrega rápida Parabéns Amazon,2021-01-20 00:00:00
positivo,PRODUTO MARAVILHOSO UTILIDADE ÓTIMA QUALIDADE.SUPER RECOMENDO,2021-07-24 00:00:00
positivo,produto maravilhoso fica echo dor 3 microfones formato 10/7 responde Maravilhoso,2020-11-19 00:00:00
positivo,tinha echo dot 3 comprei 4 Particularmente prefiro design 3,2021-04-17 00:00:00
positivo,Produto qualidade poderia volume alto atendeu expectativas Recomendo,2021-11-01 00:00:00
positivo,Gostei fácil mexer ótimo som,2021-05-13 00:00:00
positivo,mídia carregada Gostei Alexa recomendo prático fácil acesso encomendei lâmpada inteligente ag,2021-07-07 00:00:00
positivo,único produto problemas itens pra deixar casa otimizada decepção,2021-07-11 00:00:00
positivo,Amo Alexa ultimamente mesma dificuldade escutar falamos,2021-03-12 00:00:00
positivo,excelente produto Deixa desejar graves supre proposta,2021-04-01 00:00:00
positivo,,2021-07-15 00:00:00
positivo,comando voz ouvir músicas preferidas facilidade,2021-06-04 00:00:00
positivo,gostei bateria elétrica pra ganhar 5 estrelas,2021-08-21 00:00:00
positivo,qualidade som depende ambiente Acredito ambiente preciso som fica,2021-06-13 00:00:00
positivo,Dispositivo útil prático dia-a-dia,2022-03-07 00:00:00
positivo,Ótimo produto,2021-11-24 00:00:00
positivo,Excelente uso caixa som volume alto qualidade eh ótima,2021-04-05 00:00:00
positivo,Produto qualidade atendeu expectativas excelente qualidade sonora responsiva,2021-05-28 00:00:00
positivo,Gostei Controlo luzes TVs ar condicionado músicas,2021-04-08 00:00:00
negativo,2 anos uso áudio deu problema Pifou executa funções smart sai som caixinha,2021-09-07 00:00:00
positivo,Dei presente pro namorado acho gostou muuito kkkTodo mundo entrou mundo Alexa kk,2021-04-22 00:00:00
positivo,divertindo Gostei ha Delay entendimento experiencia achei atende,2021-05-01 00:00:00
positivo,Gostei produto vi dificuldade utilização problema q Alexa surda ouvi mto,2021-07-09 00:00:00
positivo,Gostei más probleminha assinar músicas vcs más cartão débito poderia auxiliar,2021-12-17 00:00:00
positivo,n ouvir Spotify nele,2020-11-30 00:00:00
positivo,Reconhecimento voz perfeito modo segurança residência controlar Tv luzes casa,2021-06-25 00:00:00
positivo,Alexa realmente deixa interface amigável Cumpre promete qualidade som,2021-07-07 00:00:00
positivo,Ajuda dia dia tarefas executara lembretes Alta qualidade som extremamente,2021-11-30 00:00:00
positivo,uso Alexa pra temperatura dispositivo cenas apartamento tv luz ar condicionado ouvir musica,2021-12-15 00:00:00
positivo,Sensacional Funcionou perfeitamente Fire Stick,2021-01-14 00:00:00
positivo,aparelho interativo ótimo divertimento,2020-12-26 00:00:00
positivo,ótima captação som ótimos recursos assistente qualidade som surpreende tamanho caixinha,2021-02-01 00:00:00
positivo,Gostei útil acredito aprenderá coisas,2021-12-23 00:00:00
positivo,Incrível dia descubro coisas recomendo,2021-06-04 00:00:00
positivo,Ideal pra casa totalmente automatizada,2021-07-07 00:00:00
positivo,produto qualidade atende perfeitamente necessidades Recomendo,2021-07-15 00:00:00
positivo,Excelente compra arrependo nenhum apaixonado Alexa,2021-10-15 00:00:00
positivo,reconhecimento voz qualidade som volume bastantes satisfatórios,2020-12-11 00:00:00
positivo,praticidade facilidade eco dor dia dia incrível fico vou comprar,2022-01-27 00:00:00
positivo,uso tornou rotineiro chama-la preciso repetir chamado poucas,2021-04-23 00:00:00
positivo,Apesar trava motivo ampla superou expectativas,2021-04-02 00:00:00
positivo,qualidade som reconhecimento voz ótimo modo atende necessidades,2022-03-22 00:00:00
positivo,Gostei Superou expectativas queria caixinha inteligente som,2021-04-07 00:00:00
positivo,gostei recursos fácil reconhecimento voz som excelente feliz echo dot Alexa,2021-07-01 00:00:00
positivo,Excelente produto ajuda manter agenda compromissos organizada contar som qualidade,2020-12-04 00:00:00
positivo,Gostei Echo Dot som limpo agradável atendeu expectativas Recomendo produto,2021-07-14 00:00:00
positivo,produto acabamento qualidade som,2021-09-23 00:00:00
positivo,notei pequena diferença qualidade som comparada echo 3,2021-12-11 00:00:00
positivo,Unica fico chateado dependendo dicção confunde entende resto otimo,2021-05-18 00:00:00
positivo,echo dot 4 geração Reconhece voz som precisa Internet Recomendo,2020-12-04 00:00:00
positivo,ouço músicas gosto vontade Peço receitas fiz pesquisa ouvi piadas,2021-11-07 00:00:00
negativo,Porcaria inicia português funaliza instalação muda inglês alterar portugues,2020-12-08 00:00:00
positivo,ótimo produto diversos recursos diferentes precisa Alexa resolve,2021-05-10 00:00:00
positivo,Funciona perfeitamente Uso controlar iluminação ar condicionado,2021-02-16 00:00:00
positivo,versões achei som precisão reconhecimento voz ótima aprendendo comandos utilizar skills store aprovado,2020-12-01 00:00:00
positivo,atende promete problema bateria funciona tomada dificulta funções,2021-02-05 00:00:00
positivo,Gostei etapas reconhecimento voz qualidade som perfeito Super recomendo,2021-06-29 00:00:00
negativo,Som falha função tocar música conectadas Wi-Fi falhando,2021-06-11 00:00:00
positivo,Produto Superou expectativas Qualidade áudio,2021-04-24 00:00:00
positivo,mídia carregada Nao esta.conectando smart tv eo volume e.muito,2021-06-26 00:00:00
positivo,Ótimo produto atende necessidadesMas surda,2021-07-02 00:00:00
positivo,Alexa restrita entende pedidos fala algum pedido 3 frases entende desliga ótima lembretes,2020-11-26 00:00:00
positivo,COMPRARIA NOVAMENTE PESSOA Q RECEBEU PRESENTE EST ENCANTADA JA INUMERAS COISAS AJUDA ALEXA,2020-12-18 00:00:00
positivo,Adorei Alexa expectativas atendidas atende comandos voz som,2021-10-17 00:00:00
positivo,Poderia melhorar IA tamanho,2021-12-12 00:00:00
negativo,Pra alexa baixar Amazon Music pra ouvir músicas cadastro pagar mensalmente,2021-11-27 00:00:00
positivo,Achei soubesse teria comprado melhor qualidade volume som,2021-09-14 00:00:00
positivo,brinquedo dispositivo ajuda eletrônica incrível,2021-01-09 00:00:00
positivo,gostar amei dias alegres ficar tv,2021-10-07 00:00:00
positivo,ótima companhia quarentena ágil esperta inteligente Gostei expeciencia,2021-04-26 00:00:00
negativo,Preço elevado,2021-07-28 00:00:00
positivo,fazendo vida,2021-06-27 00:00:00
positivo,superior achava,2021-12-28 00:00:00
positivo,Adorei Apesar pequena qualidade som surpreendente comandos voz compreendidos executados Valeu centavo,2020-12-18 00:00:00
positivo,Echo dot esperava Realmente superou expectativas Parabéns,2021-07-17 00:00:00
